식품명,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지,단백질,지방,탄수화물,총당류,나트륨,콜레스테롤,총포화지방산,트랜스지방산,카페인
블루스노우모카 L,475,mL,0,475,574.8,11,0,0,73.8,298.8,0,16.3,0,0
넘버 원 모카 R,378,mL,0,378,463.7,8.1,0,0,63.3,248.5,0,12.9,0,0
넘버 원 모카 L,478,mL,0,478,541,10.3,0,0,69,286.8,0,16.3,0,0
시나몬 크림 모카 R,251,mL,0,251,225.7,7,0,0,32,173.4,0,4.9,0,0
시나몬 크림 모카 L,339,mL,0,338.5,295.6,9.2,0,0,40.7,246.8,0,6.5,0,0
화이트 모카 R,354,mL,0,354,394.8,7.3,0,0,48.6,267.4,0,12.6,0,0
화이트 모카 L,464,mL,0,464,531.6,9.1,0,0,67.4,380.3,0,16.3,0,0
아이스 아메리카노 R,395,mL,0,395,5,0,0,0,0,30,0,0,0,0
아이스 아메리카노 L,530,mL,0,530,10,0,0,0,0,60,0,0,0,0
아메리카노 R,280,mL,0,280,5,0,0,0,0,30,0,0,0,0
아메리카노 L,450,mL,0,450,10,0,0,0,0,60,0,0,0,0
카페라떼 R,280,mL,0,280,161,7.2,0,0,10.8,150,0,6,0,0
카페라떼 L,360,mL,0,360,205,9,0,0,13.5,210,0,7.5,0,0
아이스 카페라떼R,395,mL,0,395,122,5.4,0,0,8.1,120,0,4.5,0,0
아이스 카페라떼L,530,mL,0,530,185.5,8.1,0,0,12.2,195,0,6.8,0,0
민트모카 R,369,mL,0,369,482.9,10.3,0,0,50.3,240.9,0,18.6,0,0
민트모카 L,489,mL,0,489,631.6,15.6,0,0,55.6,357.5,0,27.7,0,0
아이스 민트모카 R,424,mL,0,424,404.9,6.7,0,0,44.9,180.9,0,15.6,0,0
아이스 민트모카 L,599,mL,0,599,518.4,9.7,0,0,50.1,260,0,22.9,0,0
에스프레소 토피넛라떼 R,356,mL,0,356,445.9,8.4,0,0,38.5,258.9,0,20.6,0,0
에스프레소 토피넛라떼 L,462,mL,0,462,598.2,10.8,0,0,49.6,368.6,0,28.2,0,0
아이스 에스프레소 토피넛라떼 R,411,mL,0,411,367.9,4.8,0,0,33.1,198.9,0,17.6,0,0
아이스 에스프레소 토피넛라떼 L,487,mL,0,487,500.7,6.3,0,0,42.8,293.6,0,24.5,0,0
아이스 화이트모카 R,409,mL,0,409,347.3,4.5,0,0,47.4,234,0,10.3,0,0
아이스 화이트모카 L,574,mL,0,574,523.6,7.9,0,0,69.5,375.3,0,15.1,0,0
아이스 넘버원모카 R,403,mL,0,403,366.2,3.6,0,0,56.5,173.5,0,9.2,0,0
아이스 넘버원모카 L,678,mL,0,678,567.5,10.3,0,0,75.5,293.6,0,16.3,0,0
아이스 카라멜모카 R,409,mL,0,0,427.6,7.9,0,0,49.6,0,0,14.1,0,0
아이스 카라멜모카 L,554,mL,0,0,319.4,5,0,0,40.6,0,0,9.6,0,0
아이스 카페모카 R,409,mL,0,409,319.4,5,0,0,40.6,155.5,0,9.6,0,0
아이스 카페모카 L,574,mL,0,574,480.6,8.4,0,0,60.1,258.5,0,14.1,0,0
아이스 연라떼 R,281,mL,0,281,158.5,4.5,0,0,5.6,104,0,3.8,0,0
아이스 연라떼 L,451,mL,0,451,267.5,8.1,0,0,10.1,193.4,0,6.8,0,0
아이스 카라멜 마끼아또 R,274,mL,0,274,136.7,2.5,0,0,18.8,75.9,0,2,0,0
아이스 카라멜 마끼아또 L,439,mL,0,439,229.8,5.1,0,0,28.8,149,0,4.1,0,0
아이스 바닐라라떼 R,415,mL,0,415,154,5.4,0,0,14.2,120.6,0,4.5,0,0
아이스 바닐라라떼 L,560,mL,0,560,331.8,11.3,0,0,14,245.9,0,9.5,0,0
아이스 카푸치노 R,221,mL,0,221,41.5,1.5,0,0,3.1,55.1,0,1.3,0,0
아이스 카푸치노 L,361,mL,0,361,92,3.6,0,0,6.2,120.1,0,3,0,0
아이스 카라멜 라떼 R,415,mL,0,415,187.6,5.4,0,0,20.5,121.2,0,4.5,0,0
아이스 카라멜 라떼 L,560,mL,0,560,283.9,8.1,0,0,30.8,196.8,0,6.8,0,0
에스프레소,30,mL,0,30,5,0,0,0,0,30,0,0,0,0
콘파냐,40,mL,0,40,32,0,0,0,1.5,34.7,0,2.2,0,0
아포가토,105,mL,0,105,108.4,1.6,0,0,10.1,53.6,0,3.8,0,0
카라멜 라떼 R,300,mL,0,300,226.6,7.2,0,0,23.2,151.2,0,6,0,0
카라멜 라떼 L,360,mL,0,360,303.4,9,0,0,32.1,210,0,7.5,0,0
바닐라라떼 R,300,mL,0,300,193,7.2,0,0,16.9,150.6,0,6,0,0
바닐라라떼 L,390,mL,0,390,253,9,0,0,22.7,210.9,0,7.5,0,0
연라떼 R,251,mL,0,251,223.5,7.5,0,0,10.1,154,0,6.3,0,0
연라떼 L,346,mL,0,346,316.2,10.4,0,0,13.4,230,0,8.7,0,0
카푸치노 R,221,mL,0,221,126,5.4,0,0,8.9,120.1,0,4.5,0,0
카푸치노 L,301,mL,0,301,170,7.2,0,0,11.6,180.1,0,6,0,0
카라멜 마끼아또 R,244,mL,0,244,201.7,5.5,0,0,23.3,125.9,0,4.5,0,0
카라멜 마끼아또 L,334,mL,0,334,278.5,7.3,0,0,32.2,186.5,0,6,0,0
카라멜모카 R,354,mL,0,354,396.1,8,0,0,47.3,234.8,0,12.9,0,0
카라멜모카 L,464,mL,0,464,539.1,11.1,0,0,64.1,303.5,0,16.3,0,0
딸기라떼 R,377,mL,0,376.7,209.3,4.5,0,0,35.7,71.1,0,3,0,0
딸기라떼 L,473,mL,0,472.7,286,4.4,0,0,56,69.5,0,2.4,0,0
진저라떼 R,280,mL,0,280,265.4,7.2,0,0,35.2,125,0,6,0,0
진저라떼 L,360,mL,0,360,359.1,9,0,0,50.1,157.5,0,7.5,0,0
캐시미어 초코 R,296,mL,0,295.5,533.3,10.2,0,0,49.5,159.9,0,19.2,0,0
캐시미어 초코 L,421,mL,0,421,785,14.9,0,0,70.1,228.4,0,28.6,0,0
토피넛 라떼 R,316,mL,0,316,440.9,8.4,0,0,38.5,228.9,0,20.6,0,0
토피넛 라떼 L,402,mL,0,402,588.2,10.8,0,0,49.6,308.6,0,28.2,0,0
아이스 화이트초코 라떼 R,396,mL,0,395.5,333.2,4.5,0,0,44.8,188.1,0,10.4,0,0
아이스 화이트초코 라떼 L,610,mL,0,610,543,9,0,0,71.4,317.4,0,16.3,0,0
아이스 초코 라떼 R,396,mL,0,396,323.9,5.9,0,0,39.9,135.9,0,10.4,0,0
아이스 초코 라떼 L,601,mL,0,601,489.9,9.7,0,0,60.1,216.4,0,15.2,0,0
아이스 토피넛 라떼 R,401,mL,0,401,362.9,4.8,0,0,33.1,168.9,0,17.6,0,0
아이스 토피넛 라떼 L,497,mL,0,497,490.7,6.3,0,0,42.8,233.6,0,24.5,0,0
아이스 고구마라떼 R,490,mL,0,490,253.6,4.6,0,0,28.8,69,0,3.7,0,0
아이스 고구마라떼 L,545,mL,0,545,398.8,7,0,0,46.2,104.1,0,5.6,0,0
고구마라떼 R,350,mL,0,350,381.3,7.4,0,0,40.2,111.6,0,6,0,0
고구마라떼 L,440,mL,0,440,519,11,0,0,53.5,168,0,8.9,0,0
오곡라떼 R,285,mL,0,285,341.1,10.2,0,0,23.3,164.4,0,7.4,0,0
오곡라떼 L,368,mL,0,367.5,474.3,13.5,0,0,32.8,223.4,0,10.2,0,0
아이스 그린티라떼 R,385,mL,0,385,216.3,5.1,0,0,28.8,75,0,3.8,0,0
아이스 그린티라떼 L,530,mL,0,530,334.2,8.1,0,0,43.8,120,0,6,0,0
아이스 오곡라떼 R,468,mL,0,467.5,296.8,7,0,0,21,123.1,0,5.5,0,0
아이스 오곡라떼 L,523,mL,0,522.5,470.1,11.2,0,0,33.2,194.7,0,8.7,0,0
녹차라떼 R,263,mL,0,262.5,245.1,7.7,0,0,27.3,120,0,6,0,0
녹차라떼 L,330,mL,0,330,313.8,9.6,0,0,35.5,150,0,7.5,0,0
아이스 홍차라떼 R,393,mL,0,392.5,238.8,5.4,0,0,25.1,88.1,0,5,0,0
아이스 홍차라떼 L,508,mL,0,507.5,334.3,7.5,0,0,35.1,123.3,0,7,0,0
시나몬 크림 초코 R,211,mL,0,211,220.7,7,0,0,32,143.4,0,4.9,0,0
시나몬 크림 초코 L,324,mL,0,323.5,285.3,9.2,0,0,40.6,186.6,0,6.5,0,0
아이스 시나몬크림초코 R,241,mL,0,241,136.2,3.1,0,0,26.2,78.4,0,1.6,0,0
아이스 시나몬크림초코 L,384,mL,0,383.5,207.3,5.6,0,0,35.2,126.6,0,3.5,0,0
홍차라떼 R,270,mL,0,270,269,7.9,0,0,25.4,130.5,0,7,0,0
홍차라떼 L,345,mL,0,345,364.5,10.1,0,0,35.5,165.7,0,9,0,0
리얼프리미엄 초코 R,301,mL,0,301,478.1,11.3,0,0,35.6,130.1,0,20,0,0
리얼프리미엄 초코 L,451,mL,0,451,715.1,16.9,0,0,53,195.1,0,30,0,0
리얼프리미엄 모카 R,274,mL,0,274,462.6,8,0,0,33.9,132.1,0,22,0,0
리얼프리미엄 모카 L,424,mL,0,424,712.1,12.7,0,0,51.4,216.8,0,33.5,0,0
리얼프리미엄 바닐라 R,243,mL,0,243,336.9,6.5,0,0,30.4,161,0,15.6,0,0
리얼프리미엄 바닐라 L,355,mL,0,355,509.1,11.2,0,0,45.3,256.7,0,22.9,0,0
초코 라떼 R,311,mL,0,311,382.4,8.6,0,0,43.9,180.9,0,12.6,0,0
초코 라떼 L,401,mL,0,401,519.1,11.1,0,0,62.1,238.9,0,16.3,0,0
아이스 민트초코 라떼 R,499,mL,0,499,370.3,6,0,0,41.6,133.9,0,14,0,0
아이스 민트초코 라떼 L,531,mL,0,531,443.6,7.7,0,0,43.4,159,0,19.3,0,0
민트초코 라떼 R,339,mL,0,339,448.3,9.6,0,0,47,193.9,0,17,0,0
민트초코 라떼 L,436,mL,0,436,513.6,11.3,0,0,47.3,218.8,0,22.3,0,0
화이트초코 라떼 R,311,mL,0,311,391.7,7.2,0,0,48.9,233.1,0,12.6,0,0
화이트초코 라떼 L,410,mL,0,410,543,9,0,0,71.4,317.4,0,16.3,0,0
수박 프로스트 R,525,mL,0,525,161.6,14,0,0,186.1,120,0,0,0,0
수박 프로스트 L,725,mL,0,725,242.4,21,0,0,279.15,180,0,0,0,0
청포도 프로스트 R,320,mL,0,320,227.2,0,0,0,59.2,5,0,0,0,0
청포도 프로스트 L,430,mL,0,430,374.4,0,0,0,97.4,8,0,0,0,0
초코 파르페,466,mL,0,466.4,598.9,9.2,0,0,72.3,247,0,15.1,0,0
딸기치즈 프로스트 R,420,mL,0,420,411.9,6,0,0,55.9,218.3,0,5.3,0,0
딸기치즈 프로스트 L,601,mL,0,600.9,701.4,9.7,0,0,78.3,354.6,0,17.3,0,0
딸퐁 요거트 프로스트 R,497,mL,0,496.7,427.4,6.6,0,0,68.8,144.7,0,3.1,0,0
딸퐁 요거트 프로스트 L,612,mL,0,611.7,545,8.7,0,0,84,192.4,0,4.2,0,0
깔라만시 프로스트 R,405,mL,0,405,319.1,4.3,0,0,59,78.5,0,2.3,0,0
깔라만시 프로스트 L,515,mL,0,515,468.9,6,0,0,87.8,110.2,0,3.1,0,0
그래놀라요거트프로스트(블루베리) R,290,mL,0,290,369.9,6.6,0,0,50.2,209.8,0,2.9,0,0
그래놀라요거트프로스트(블루베리) L,420,mL,0,420,574.9,10.2,0,0,76.7,334.7,0,4.4,0,0
리얼 쿠앤크 쉐이크,380,mL,0,380,382.8,3.7,0,0,47.7,183.9,0,8.2,0,0
리얼 블루베리 쉐이크,385,mL,0,385,252.1,2.6,0,0,38.7,90.9,0,4,0,0
리얼 딸기 쉐이크,430,mL,0,430,280.8,3.3,0,0,40.3,57.8,0,4.1,0,0
오리지널 바닐라 쉐이크,365,mL,0,365,186.3,3.1,0,0,22,50.1,0,4.8,0,0
블루베리 버블 프로스트 R,383,mL,0,383,366,2.5,0,0,47.4,70.3,0,3.5,0,0
블루베리 버블 프로스트 L,464,mL,0,463.5,633.9,4.9,0,0,81.7,125.4,0,5.2,0,0
타로 버블 프로스트 R,383,mL,0,383,371.9,2.7,0,0,45.8,145.2,0,4.4,0,0
타로 버블 프로스트 L,464,mL,0,463.5,642.8,5.2,0,0,79.4,237.8,0,6.6,0,0
망고 버블 프로스트 R,383,mL,0,383,360.2,2.5,0,0,52.4,126.3,0,2.3,0,0
망고 버블 프로스트 L,464,mL,0,463.5,625.2,4.8,0,0,89.2,209.4,0,3.4,0,0
모카 프로스트 R,389,mL,0,389,447.4,4.7,0,0,56.7,201.1,0,12.6,0,0
모카 프로스트 L,514,mL,0,514,653.1,7.1,0,0,83,311.9,0,17.8,0,0
에스프레소 프로스트 R,345,mL,0,345,304.7,2.4,0,0,31.3,164.7,0,11.9,0,0
에스프레소 프로스트 L,435,mL,0,435,448.3,4.1,0,0,46.9,222.2,0,17.1,0,0
자바칩모카 프로스트 R,384,mL,0,384,484.2,6.6,0,0,60,214.6,0,16.6,0,0
자바칩모카 프로스트 L,522,mL,0,521.5,708.3,9.9,0,0,87.8,332.2,0,23.8,0,0
카라멜 프로스트 R,389,mL,0,389,444.8,3.4,0,0,59.4,239.7,0,13.3,0,0
카라멜 프로스트 L,514,mL,0,514,653.1,7.1,0,0,83,311.9,0,17.8,0,0
자바칩 프로스트 R,381,mL,0,381,488.7,7.4,0,0,59.3,195,0,17.4,0,0
자바칩 프로스트 L,519,mL,0,518.5,727.3,11.6,0,0,88.5,297.6,0,25.3,0,0
녹차 프로스트 R,401,mL,0,401,360.7,5.5,0,0,44.9,89.1,0,10.4,0,0
녹차 프로스트 L,526,mL,0,526,495.8,8,0,0,60.7,131.3,0,14.5,0,0
고구마 프로스트 R,475,mL,0,475,448.7,6.5,0,0,53.5,93,0,5.2,0,0
고구마 프로스트 L,650,mL,0,650,673.1,9.8,0,0,80.2,139.5,0,7.7,0,0
화이트 프로스트 R,374,mL,0,374,490.9,4.5,0,0,71.3,262.4,0,13.9,0,0
화이트 프로스트 L,477,mL,0,476.5,619.5,7.2,0,0,82.6,324.3,0,19.9,0,0
오곡프로스트 R,400,mL,0,400,404.3,7.2,0,0,54.3,80,0,4.6,0,0
오곡프로스트 L,533,mL,0,532.5,578.1,10,0,0,81.5,118.1,0,6.5,0,0
유자 프로스트 R,385,mL,0,385,305.2,3.6,0,0,56.1,120,0,3,0,0
유자 프로스트 L,545,mL,0,545,532.8,5.4,0,0,100.7,202.5,0,4.5,0,0
키위 프로스트 R,375,mL,0,375,298.6,4.7,0,0,53.4,82.9,0,3,0,0
키위 프로스트 L,520,mL,0,520,503,7.4,0,0,92.1,130,0,4.5,0,0
망고 프로스트 R,395,mL,0,395,336.6,5,0,0,61.1,67.1,0,3,0,0
망고 프로스트 L,520,mL,0,520,479,7.4,0,0,86.1,100,0,4.5,0,0
딸기 프로스트 R,375,mL,0,375,276.9,4.7,0,0,53.4,100,0,3,0,0
딸기 프로스트 L,520,mL,0,520,465,7.4,0,0,92.1,160,0,4.5,0,0
믹스베리 프로스트 R,395,mL,0,395,330.9,3.6,0,0,62.5,67.1,0,3,0,0
믹스베리 프로스트 L,520,mL,0,520,471,5.4,0,0,88.1,100,0,4.5,0,0
플레인 요거트 프로스트,370,mL,0,370,253.1,5.7,0,0,39.6,84.4,0,3.1,0,0
딸기 요거트 프로스트 R,335,mL,0,335,255.2,3.8,0,0,49.5,66.3,0,1.5,0,0
딸기 요거트 프로스트 L,455,mL,0,455,382.8,5.6,0,0,74.3,99.4,0,2.3,0,0
키위 요거트 프로스트 R,335,mL,0,335,266,3.8,0,0,49.5,57.7,0,1.5,0,0
키위 요거트 프로스트 L,455,mL,0,455,399.1,5.6,0,0,74.3,86.6,0,2.3,0,0
망고 요거트 프로스트 R,335,mL,0,335,259.2,3.8,0,0,47.8,49.2,0,1.5,0,0
망고 요거트 프로스트 L,455,mL,0,455,388.8,5.6,0,0,71.7,73.7,0,2.3,0,0
청포도 에이드 R,365,mL,0,365,107.2,0,0,0,27.7,2,0,0,0,0
청포도 에이드 L,525,mL,0,525,187.2,0,0,0,48.7,4,0,0,0,0
깔라만시 팝핑에이드 R,405,mL,0,405,105.4,0.3,0,0,17.8,21.6,0,0,0,0
깔라만시 팝핑에이드 L,600,mL,0,600,187.3,0.5,0,0,30.4,42.6,0,0,0,0
깔라망코주스 R,410,mL,0,410,170.4,0.2,0,0,37.8,31.6,0,0,0,0
깔라망코주스 L,590,mL,0,590,243.9,0.2,0,0,54.1,47.2,0,0,0,0
오리지널 깔라만시 R,415,mL,0,415,93.9,0.2,0,0,21.1,2.2,0,0,0,0
오리지널 깔라만시 L,590,mL,0,590,140.8,0.4,0,0,31.7,3.2,0,0,0,0
유자몽 에이드 R,440,mL,0,440,257.6,0,0,0,58.1,60,0,0,0,0
유자몽 에이드 L,650,mL,0,650,386.4,0,0,0,87.2,90,0,0,0,0
허니코코망고 에이드,405,mL,0,405,200,0,0,0,44,60,0,0,0,0
허니코코망고 에이드,575,mL,0,575,300,0,0,0,66,90,0,0,0,0
블루 레몬 에이드 R,420,mL,0,420,236.4,0,0,0,59.1,50,0,0,0,0
블루 레몬 에이드 L,590,mL,0,590,269.6,0,0,0,67.4,50,0,0,0,0
레몬 에이드 L,590,mL,0,590,251.6,0,0,0,62.6,50,0,0,0,0
자몽에이드 R,435,mL,0,435,200,0,0,0,48,40,0,0,0,0
자몽에이드 L,620,mL,0,620,300,0,0,0,72,60,0,0,0,0
석류 아이스티 R,400,mL,0,400,180,0,0,0,41.6,16.9,0,0,0,0
석류 아이스티 L,568,mL,0,567.5,270,0,0,0,62.4,25.3,0,0,0,0
핑크레몬에이드 R,400,mL,0,400,180,0,0,0,36,22.5,0,0,0,0
핑크레몬에이드 L,568,mL,0,567.5,270,0,0,0,54,33.8,0,0,0,0
블루베리에이드 R,400,mL,0,400,180,0,0,0,40.5,0,0,0,0,0
블루베리에이드 L,568,mL,0,567.5,270,0,0,0,60.8,0,0,0,0,0
딸기주스 R,360,mL,0,360,170.5,1.1,0,0,37.9,1.7,0,0,0,0
딸기주스 L,515,mL,0,515,255.8,1.7,0,0,56.8,2.6,0,0,0,0
오렌지주스 R,370,mL,0,370,171.9,2.4,0,0,36.8,0,0,0,0,0
오렌지주스 L,575,mL,0,575,279,3.9,0,0,59.4,0,0,0.1,0,0
키위쥬스 R,410,mL,0,410,176.4,2.3,0,0,31.4,6,0,0.1,0,0
키위쥬스 L,590,mL,0,590,264.6,3.4,0,0,47.1,9,0,0.1,0,0
바나나주스 R,390,mL,0,390,273.1,4.7,0,0,39.5,46.8,0,2.5,0,0
바나나주스 L,575,mL,0,575,419.4,7.4,0,0,59.9,77.7,0,4.1,0,0
토마토쥬스 R,370,mL,0,370,99.4,2.2,0,0,20,12.5,0,0.1,0,0
토마토쥬스 L,575,mL,0,575,157.2,3.7,0,0,31.1,21,0,0.2,0,0
하이포션 레몬그라스 R,405,mL,0,405,163.1,0,0,0,36,0,0,0,0,0
하이포션 레몬그라스 L,573,mL,0,572.5,244.7,0,0,0,0,0,0,0,0,0
하이포션 로즈플라워 R,405,mL,0,405,112.5,0,0,0,24.8,0,0,0,0,0
하이포션 로즈플라워 L,572,mL,0,572.5,168.8,0,0,0,37.1,0,0,0,0,0
깔라봉 차 R,310,mL,0,310,146.9,0.1,0,0,34.6,41.1,0,0,0,0
깔라봉 차 L,495,mL,0,495,220.4,0.2,0,0,51.8,61.6,0,0,0,0
자몽차 R,320,mL,0,320,200,0,0,0,48,40,0,0,0,0
자몽차 L,510,mL,0,510,300,0,0,0,72,60,0,0,0,0
로즈플라워,305,mL,0,305,5,0,0,0,0,0,0,0,0,0
레몬그라스,305,mL,0,305,5,0,0,0,0,0,0,0,0,0
얼그레이(홍차),305,mL,0,305,5,0,0,0,0,0,0,0,0,0
다즐링(홍차),305,mL,0,305,5,0,0,0,0,0,0,0,0,0
레몬차 R,320,mL,0,320,200,0,0,0,48,60,0,0,0,0
레몬차 L,510,mL,0,510,300,0,0,0,72,90,0,0,0,0
유자차 R,320,mL,0,320,200,0,0,0,44,60,0,0,0,0
유자차 L,510,mL,0,510,300,0,0,0,66,90,0,0,0,0
생강차 R,320,mL,0,320,220,0,0,0,44,20,0,0,0,0
생강차 L,510,mL,0,510,330,0,0,0,66,30,0,0,0,0
한라봉차 R,320,mL,0,320,200,0,0,0,48,80,0,0,0,0
한라봉차 L,510,mL,0,510,300,0,0,0,72,120,0,0,0,0
매실차 R,320,mL,0,320,240,0,0,0,52,240,0,0,0,0
매실차 L,510,mL,0,510,360,0,0,0,78,360,0,0,0,0
대추차 R,320,mL,0,320,200,0,0,0,48,20,0,0,0,0
대추차 L,510,mL,0,510,300,0,0,0,72,30,0,0,0,0
모과차 R,320,mL,0,320,200,0,0,0,48,100,0,0,0,0
모과차 L,510,mL,0,510,300,0,0,0,72,150,0,0,0,0
쟈스민(허브티),305,mL,0,305,5,0,0,0,0,0,0,0,0,0
캐모마일(허브티),305,mL,0,305,5,0,0,0,0,0,0,0,0,0
루이보스(허브티),305,mL,0,305,5,0,0,0,0,0,0,0,0,0
페퍼민트(허브티),305,mL,0,305,5,0,0,0,0,0,0,0,0,0
달콤파르페,481,g,480.6,0,497.3,5.6,0,0,40,164.7,0,11.7,0,0
화이트초콜릿라즈베리,100,g,100,0,114,2,0,0,11,30,0,4.6,0,0
민트초코칩,100,g,100,0,250,3.8,0,0,23.1,45,0,10,0,0
초코릿 엑스타시,100,g,100,0,132,2,0,0,15,55,0,4.8,0,0
카페 에스프레소,100,g,100,0,126,2,0,0,12,55,0,5,0,0
월넛버터 스카치,100,g,100,0,265,4.5,0,0,22.5,53,0,8.2,0,0
쿠키앤크림,100,g,100,0,130,2,0,0,12,20,0,4.4,0,0
바닐라클래식,100,g,100,0,115,2,0,0,11,30,0,4.7,0,0
레인보우,100,g,100,0,114,2,0,0,11,30,0,4.6,0,0
그린티,100,g,100,0,230,4.2,0,0,21.2,56,0,9,0,0
스트로베리,100,g,100,0,115,2,0,0,13,50,0,4.2,0,0
프룻포레스트 요거트,100,g,100,0,180,3.7,0,0,26.3,61,0,2.1,0,0
보이즌 베리드림,100,g,100,0,220,3,0,0,25.6,37,0,7,0,0
베리플릇 소르베,100,g,100,0,75,0,0,0,16,0,0,0,0,0
호키포키 바닐라,100,g,100,0,121,2,0,0,14,30,0,1.3,0,0
마마흑당눈꽃빙수,548,g,548,0,838.8,5.9,0,0,96.8,285.9,0,9,0.09,0
브라우니 눈꽃빙수,511,g,511,0,974.8,9.2,0,0,74.1,328.4,0,19.8,0.21,0
블루베리 치즈크림 눈꽃빙수,635,g,635,0,944.5,6.5,0,0,97.8,281,0,36.2,1.07,0
자두복숭아눈꽃빙수,665,g,665,0,621,0,0,0,57.3,93.9,0,5.7,0,0
타로눈꽃빙수,500,g,500,0,783.9,5.1,0,0,55.1,272.9,0,8.2,0.07,0
망고치즈눈꽃빙수,710,g,710,0,856,3.7,0,0,81.2,118.1,0,5.8,0.07,0
딸기치즈눈꽃빙수(일반),527,g,527,0,828.1,11.8,0,0,69.1,251,0,21.5,0,0
딸기치즈눈꽃빙수(우유),725,g,525,0,858.8,11.6,0,0,104.9,244.7,0,20.3,0,0
초코눈꽃빙수,525,g,525,0,1033.9,10.9,0,0,73,521.3,0,10.5,0.04,0
인절미눈꽃빙수,608,g,608,0,1075,17.3,0,0,76.1,596.5,0,10.6,0.07,0
쿠앤크눈꽃빙수(일반),718,g,718,0,1117.2,14.4,0,0,90.2,780.3,0,33.3,0,0
쿠앤크눈꽃빙수(우유),550,g,550,0,964.3,13.4,0,0,93.8,635.8,0,24.7,0,0
밀크눈꽃빙수(일반),735,g,735,0,893.8,18.4,0,0,73.3,406.5,0,14.6,0,0
밀크눈꽃빙수(우유),585,g,585,0,826.3,16.5,0,0,95.8,368.7,0,12.2,0,0
달달하구마빙수,656,g,656,0,888.8,13.6,0,0,69.7,371.6,0,9.7,0.09,0
딸기빙수,560,g,560,0,412,5.7,0,0,41.5,124.1,0,4.9,0.07,0
쿠키마우스빙수,592,g,592,0,919.1,7.9,0,0,86.7,651.5,0,18.4,0.03,0
컵커피빙수,280,g,280,0,238.7,4.2,0,0,20.4,92.6,0,4.3,0.04,0
컵딸기빙수,355,g,355,0,313.5,4.5,0,0,26.7,97.1,0,4.3,0.04,0
컵팥빙수,361,g,361,0,392.4,5.9,0,0,20.9,182.3,0,4.1,0.03,0
팥빙수,653,g,653,0,685.6,10.4,0,0,47,315.6,0,5.2,0.07,0
커피빙수,510,g,510,0,393.1,7.5,0,0,45.1,150.8,0,6.8,0.13,0
녹차빙수,470,g,480,0,391.2,6.2,0,0,45.9,110.1,0,4.9,0.07,0
바닐라품었슈,139,g,139,0,169.7,2.4,0,0,12.2,26.9,0,4.2,0,0
딸기탑 마마츄리,274,g,274,0,657.9,10.7,0,0,45.2,193.7,0,10.9,0,0
시나몬 멜츠 브레드,110,g,110,0,487,8,0,0,31,323,0,6,0,0
리치골드브레드,409,g,409,0,1263.2,53,0,0,32.9,1648.1,0,40,0,0
허니치즈퐁당마마츄리,187,g,187,0,597,20.5,0,0,14.5,461.8,0,16.7,0,0
잉글리쉬머핀,120,g,120,0,262,14,0,0,4,56,0,25,0,0
치즈스틱케이크,45,g,45,0,106,2,0,0,7,50,0,2.3,0,0
고구마스틱케이크,45,g,45,0,106,2,0,0,7,50,0,2.3,0,0
블루베리스틱케이크,45,g,45,0,122,3,0,0,4,80,0,4.7,0,0
초코스틱케이크,45,g,45,0,146,3,0,0,9,75,0,5,0,0
초코 퐁당 마마츄리,205,g,205,0,670.6,9.9,0,0,38.7,194.5,0,15.2,0,0
블루베리 퐁당 마마츄리,230,g,230,0,611.1,9.3,0,0,28.8,232.2,0,12.6,0,0
라즈베리 퐁당 마마츄리,230,g,230,0,618.7,9.5,0,0,32,206,0,12.6,0,0
크로크무슈,140,g,140,0,388,10,0,0,16,214,0,2,0,0
플레인베이글,113,g,113,0,317.1,12,0,0,12.4,470,0,1.6,0,0
어니언베이글,113,g,113,0,328.7,11,0,0,14.9,470,0,2,0,0
크림치즈프레즐,99,g,99,0,250,8,0,0,5,330,0,4,0,0
블루베리베이글,113,g,113,0,345.6,12,0,0,18.1,350,0,1.9,0,0
스콘(건포도),90,g,90,0,437,5,0,0,19,394,0,5,0,0
스콘(시나몬호두),90,g,90,0,366,4,0,0,19,148,0,10,0,0
치즈번,60,g,60,0,235,4,0,0,10,140,0,6,0,0
모카번,60,g,60,0,240,4,0,0,4,190,0,2.1,0,0
초코머핀,140,g,140,0,560,11,0,0,39.5,406,0,4.3,0,0
블루베리머핀,140,g,140,0,571,7.9,0,0,40.5,438.5,0,5,0,0
마카다미아넛쿠키,38,g,38,0,185,2,0,0,12,160,0,2.5,0,0
록키로드쿠키,38,g,38,0,180,2,0,0,13,130,0,3,0,0
초콜렛칩청크쿠키,38,g,38,0,180,2,0,0,13,170,0,3.5,0,0
오트밀레이즌쿠키,38,g,38,0,170,2,0,0,13,150,0,1.5,0,0
플레인와플,110,g,110,0,351,3,0,0,16.4,144.1,0,22.6,0,0
카라멜월넛와플,123,g,123,0,403.7,3.5,0,0,23,144.9,0,24.6,0,0
초코와플,110,g,110,0,351,3,0,0,16.4,144.1,0,22.6,0,0
메이플아몬드와플,123,g,123,0,395.7,3.6,0,0,23.5,148.8,0,24.2,0,0
아이스크림와플,134,g,134,0,343.6,4,0,0,19.9,148.2,0,18.4,0,0
블루베리크림치즈와플,148,g,148,0,429.6,4.2,0,0,29.1,298.5,0,21,0,0
라즈베리바나나와플,240,g,240,0,505.2,4.3,0,0,53.9,147.3,0,22.6,0,0
