식품명,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지,단백질,지방,탄수화물,총당류,나트륨,콜레스테롤,총포화지방산,트랜스지방산,카페인
글램핑 바비큐(나폴리M),127,g,127,0,328,15,0,0,8,644,0,6,0,0
글램핑 바비큐(나폴리L),126,g,126,0,312,16,0,0,10,734,0,7,0,0
글램핑 바비큐(씬 M),105,g,105,0,266,13,0,0,8,596,0,5,0,0
글램핑 바비큐(씬 L),103,g,103,0,273,13,0,0,9,591,0,7,0,0
글램핑 바비큐(슈퍼시드 함유 도우M),172,g,172,0,485,24,0,0,14,1006,0,13,0,0
글램핑 바비큐(슈퍼시드 함유 도우L),156,g,156,0,392,19,0,0,11,741,0,6,0,0
글램핑 바비큐 더블치즈엣지(오리지널 M),129,g,129,0,330,16,0,0,10,611,0,6,0,0
글램핑 바비큐 더블치즈엣지(오리지널 L),196,g,196,0,489,25,0,0,11,1071,0,10,0,0
더블크러스트 이베리코(더블 크러스트 L),152,g,152,0,387,19,0,0,9,844,0,7,0,0
더블크러스트 이베리코(더블 크러스트 M),130,g,130,0,345,12,0,0,10,465,0,7,0,0
리얼불고기(오리지널 L),164,g,164,0,420,14,0,0,14,564,0,10,0,0
리얼불고기(오리지널 M),115,g,115,0,280,13,0,0,5,520,0,4,0,0
리얼불고기(나폴리L),130,g,130,0,334,16,0,0,5,541,0,4,0,0
리얼불고기(나폴리M),181,g,181,0,430,23,0,0,8,946,0,7,0,0
리얼불고기(씬 L),149,g,149,0,365,20,0,0,6,676,0,6,0,0
리얼불고기(씬 M),139,g,139,0,396,22,0,0,6,838,0,9,0,0
리얼불고기(슈퍼시드 함유 도우L),111,g,111,0,313,15,0,0,5,597,0,8,0,0
리얼불고기(슈퍼시드 함유 도우M),116,g,116,0,292,14,0,0,6,561,0,4,0,0
리얼불고기 더블치즈엣지(오리지널 L),133,g,133,0,344,17,0,0,7,544,0,5,0,0
리얼불고기 더블치즈엣지(오리지널 M),144,g,144,0,350,18,0,0,4,669,0,6,0,0
문어밤 슈림프(오리지널 L),170,g,170,0,428,21,0,0,5,856,0,8,0,0
문어밤 슈림프(오리지널 M),117,g,117,0,280,15,0,0,7,600,0,3,0,0
문어밤 슈림프(나폴리L),143,g,143,0,323,18,0,0,7,708,0,4,0,0
문어밤 슈림프(나폴리M),186,g,186,0,430,22,0,0,11,1078,0,6,0,0
문어밤 슈림프(씬 L),111,g,111,0,254,15,0,0,7,596,0,4,0,0
문어밤 슈림프(씬 M),153,g,153,0,389,20,0,0,11,912,0,9,0,0
문어밤 슈림프(슈퍼시드 함유 도우L),130,g,130,0,333,19,0,0,8,794,0,7,0,0
문어밤 슈림프(슈퍼시드 함유 도우M),118,g,118,0,280,16,0,0,9,608,0,4,0,0
문어밤 슈림프 더블치즈엣지(오리지널 L),143,g,143,0,322,17,0,0,10,682,0,4,0,0
문어밤 슈림프 더블치즈엣지(오리지널 M),144,g,144,0,347,18,0,0,6,784,0,7,0,0
베스트 콰트로(오리지널 L),186,g,186,0,460,25,0,0,8,1024,0,9,0,0
베스트 콰트로(오리지널 M),134,g,134,0,312,13,0,0,6,598,0,5,0,0
베스트 콰트로(나폴리L),157,g,157,0,387,18,0,0,8,704,0,6,0,0
베스트 콰트로(나폴리M),107,g,107,0,259,12,0,0,5,499,0,5,0,0
베스트 콰트로(씬 L),129,g,129,0,306,15,0,0,7,698,0,6,0,0
베스트 콰트로(씬 M),181,g,181,0,457,19,0,0,9,868,0,11,0,0
베스트 콰트로(슈퍼시드 함유 도우L),112,g,112,0,274,12,0,0,6,540,0,7,0,0
베스트 콰트로(슈퍼시드 함유 도우M),132,g,132,0,322,13,0,0,12,517,0,5,0,0
베스트 콰트로 더블치즈엣지(오리지널 L),159,g,159,0,393,17,0,0,13,636,0,6,0,0
베스트 콰트로 더블치즈엣지(오리지널 M),160,g,160,0,384,19,0,0,7,732,0,8,0,0
베이컨체더치즈(오리지널 L),194,g,194,0,455,23,0,0,7,907,0,9,0,0
베이컨체더치즈(오리지널 M),114,g,114,0,311,14,0,0,4,399,0,6,0,0
베이컨체더치즈(나폴리L),129,g,129,0,356,18,0,0,5,529,0,8,0,0
베이컨체더치즈(나폴리M),176,g,176,0,465,24,0,0,5,696,0,11,0,0
베이컨체더치즈(씬 L),143,g,143,0,382,21,0,0,5,606,0,9,0,0
베이컨체더치즈(씬 M),147,g,147,0,437,22,0,0,4,671,0,14,0,0
베이컨체더치즈(슈퍼시드 함유 도우L),125,g,125,0,377,19,0,0,4,525,0,12,0,0
베이컨체더치즈(슈퍼시드 함유 도우M),113,g,113,0,307,14,0,0,6,455,0,6,0,0
베이컨체더치즈 더블치즈엣지(오리지널 L),129,g,129,0,355,17,0,0,7,500,0,7,0,0
베이컨체더치즈 더블치즈엣지(오리지널 M),135,g,135,0,364,18,0,0,4,508,0,9,0,0
불고기(오리지널 L),158,g,158,0,436,21,0,0,5,624,0,11,0,0
불고기(오리지널 M),121,g,121,0,291,15,0,0,6,406,0,5,0,0
불고기(나폴리L),129,g,129,0,319,16,0,0,6,441,0,5,0,0
불고기(나폴리M),177,g,177,0,421,2,0,0,7,696,0,9,0,0
불고기(씬 L),102,g,102,0,250,14,0,0,4,388,0,5,0,0
불고기(씬 M),162,g,162,0,394,22,0,0,8,649,0,10,0,0
불고기(슈퍼시드 함유 도우L),125,g,125,0,312,18,0,0,6,545,0,9,0,0
불고기(슈퍼시드 함유 도우M),121,g,121,0,301,15,0,0,8,400,0,4,0,0
불고기 더블치즈엣지(오리지널 L),134,g,134,0,342,16,0,0,8,458,0,5,0,0
불고기 더블치즈엣지(오리지널 M),139,g,139,0,350,18,0,0,5,490,0,7,0,0
블랙앵거스 스테이크(오리지널 L),158,g,158,0,405,21,0,0,6,571,0,8,0,0
블랙앵거스 스테이크(오리지널 M),126,g,126,0,307,14,0,0,7,471,0,5,0,0
블랙앵거스 스테이크(나폴리L),160,g,160,0,383,17,0,0,10,612,0,7,0,0
블랙앵거스 스테이크(나폴리M),103,g,103,0,248,12,0,0,7,440,0,6,0,0
블랙앵거스 스테이크(씬 L),121,g,121,0,296,14,0,0,8,555,0,7,0,0
블랙앵거스 스테이크(씬 M),169,g,169,0,459,20,0,0,11,736,0,12,0,0
블랙앵거스 스테이크(슈퍼시드 함유 도우L),103,g,103,0,266,12,0,0,7,413,0,7,0,0
블랙앵거스 스테이크(슈퍼시드 함유 도우M),126,g,126,0,301,14,0,0,9,487,0,5,0,0
블랙앵거스 스테이크 더블치즈엣지(오리지널 L),158,g,158,0,369,17,0,0,13,611,0,6,0,0
블랙앵거스 스테이크 더블치즈엣지(오리지널 M),156,g,156,0,388,19,0,0,8,743,0,9,0,0
블랙타이거 슈림프(오리지널 L),198,g,198,0,488,23,0,0,11,954,0,12,0,0
블랙타이거 슈림프(오리지널 M),123,g,123,0,288,13,0,0,8,568,0,4,0,0
블랙타이거 슈림프(나폴리M),191,g,191,0,453,20,0,0,14,863,0,6,0,0
블랙타이거 슈림프(나폴리L),159,g,159,0,358,18,0,0,13,819,0,6,0,0
블랙타이거 슈림프(씬 M),188,g,188,0,431,20,0,0,16,956,0,7,0,0
블랙타이거 슈림프(씬 L),125,g,125,0,308,14,0,0,12,674,0,8,0,0
블랙타이거 슈림프(슈퍼시드 함유 도우L),157,g,157,0,403,18,0,0,16,821,0,9,0,0
블랙타이거 슈림프 더블치즈엣지(오리지널 L),118,g,118,0,290,13,0,0,10,517,0,4,0,0
블랙타이거슈림프(슈퍼시드 함유 도우M),144,g,144,0,363,18,0,0,9,770,0,7,0,0
블랙타이거슈림프 더블치즈엣지(오리지널 M),193,g,193,0,468,21,0,0,18,884,0,8,0,0
슈퍼디럭스(오리지널 L),248,g,248,0,625,32,0,0,15,1362,0,14,0,0
슈퍼디럭스(오리지널 M),134,g,134,0,307,17,0,0,3,439,0,5,0,0
슈퍼디럭스(나폴리L),150,g,150,0,386,19,0,0,4,481,0,7,0,0
슈퍼디럭스(나폴리M),107,g,107,0,251,12,0,0,3,358,0,5,0,0
슈퍼디럭스(씬 L),118,g,118,0,282,15,0,0,3,408,0,6,0,0
슈퍼디럭스(씬 M),186,g,186,0,450,24,0,0,4,692,0,12,0,0
슈퍼디럭스(슈퍼시드 함유 도우L),155,g,155,0,393,20,0,0,4,542,0,10,0,0
슈퍼디럭스(슈퍼시드 함유 도우M),133,g,133,0,332,14,0,0,3,533,0,5,0,0
슈퍼디럭스 더블치즈엣지(오리지널 L),149,g,149,0,373,16,0,0,5,629,0,6,0,0
슈퍼디럭스 더블치즈엣지(오리지널 M),159,g,159,0,359,19,0,0,3,587,0,8,0,0
슈퍼슈프림(오리지널 L),188,g,188,0,452,24,0,0,3,669,0,10,0,0
슈퍼슈프림(오리지널 M),151,g,151,0,321,17,0,0,5,462,0,5,0,0
슈퍼슈프림(나폴리L),168,g,168,0,366,20,0,0,5,461,0,6,0,0
슈퍼슈프림(나폴리M),123,g,123,0,246,14,0,0,4,392,0,5,0,0
슈퍼슈프림(씬 L),139,g,139,0,291,16,0,0,5,494,0,6,0,0
슈퍼슈프림(씬 M),111,g,111,0,236,13,0,0,4,353,0,6,0,0
슈퍼슈프림(슈퍼시드 함유 도우L),120,g,120,0,251,15,0,0,5,376,0,7,0,0
슈퍼슈프림(슈퍼시드 함유 도우M),146,g,146,0,335,15,0,0,8,579,0,6,0,0
슈퍼슈프림 더블치즈엣지(오리지널 L),165,g,165,0,385,19,0,0,9,628,0,6,0,0
슈퍼슈프림 더블치즈엣지(오리지널 M),172,g,172,0,374,21,0,0,5,518,0,7,0,0
와규 앤 비스테카(오리지널 L),193,g,193,0,433,24,0,0,5,587,0,9,0,0
와규 앤 비스테카(오리지널 M),130,g,130,0,305,14,0,0,8,374,0,5,0,0
와규 앤 비스테카(나폴리L),154,g,154,0,377,16,0,0,7,387,0,6,0,0
와규 앤 비스테카(나폴리M),107,g,107,0,247,16,0,0,7,310,0,5,0,0
와규 앤 비스테카(씬 L),130,g,130,0,306,18,0,0,7,379,0,6,0,0
와규 앤 비스테카(씬 M),179,g,179,0,477,23,0,0,15,602,0,12,0,0
와규 앤 비스테카(슈퍼시드 함유 도우L),104,g,104,0,262,12,0,0,7,307,0,7,0,0
와규 앤 비스테카(슈퍼시드 함유 도우M),131,g,131,0,306,13,0,0,8,363,0,6,0,0
와규 앤 비스테카 더블치즈엣지(오리지널 L),156,g,156,0,354,16,0,0,9,399,0,6,0,0
와규 앤 비스테카 더블치즈엣지(오리지널 M),163,g,163,0,388,19,0,0,8,712,0,7,0,0
우리 고구마(오리지널 L),198,g,198,0,484,25,0,0,9,934,0,10,0,0
우리 고구마(오리지널 M),128,g,128,0,321,13,0,0,9,441,0,6,0,0
우리 고구마(나폴리L),157,g,157,0,372,15,0,0,14,552,0,6,0,0
우리 고구마(나폴리M),107,g,107,0,273,11,0,0,9,406,0,6,0,0
우리 고구마(씬 L),134,g,134,0,311,12,0,0,12,475,0,7,0,0
우리 고구마(씬 M),175,g,175,0,482,19,0,0,17,682,0,13,0,0
우리 고구마(슈퍼시드 함유 도우L),109,g,109,0,277,10,0,0,13,389,0,7,0,0
우리 고구마(슈퍼시드 함유 도우M),130,g,130,0,338,13,0,0,10,494,0,6,0,0
우리 고구마 더블치즈엣지(오리지널 L),166,g,166,0,399,15,0,0,17,529,0,7,0,0
우리 고구마 더블치즈엣지(오리지널 M),156,g,156,0,399,18,0,0,9,696,0,8,0,0
직화 스테이크(오리지널 L),193,g,193,0,482,22,0,0,14,829,0,11,0,0
직화 스테이크(오리지널 M),126,g,126,0,304,14,0,0,5,587,0,5,0,0
직화 스테이크(나폴리L),160,g,160,0,370,20,0,0,6,752,0,6,0,0
직화 스테이크(나폴리M),100,g,100,0,240,12,0,0,4,497,0,4,0,0
직화 스테이크(씬 L),134,g,134,0,314,16,0,0,6,668,0,6,0,0
직화 스테이크(씬 M),162,g,162,0,444,20,0,0,6,886,0,10,0,0
직화 스테이크(슈퍼시드 함유 도우L),110,g,110,0,308,14,0,0,4,552,0,8,0,0
직화 스테이크(슈퍼시드 함유 도우M),124,g,124,0,308,14,0,0,6,568,0,5,0,0
직화 스테이크 더블치즈엣지(오리지널 M),162,g,162,0,406,18,0,0,8,756,0,8,0,0
직화 스테이크 더블치즈엣지(오리지널 L),194,g,194,0,480,24,0,0,6,1006,0,10,0,0
치즈(오리지널 L),151,g,151,0,364,20,0,0,5,815,0,7,0,0
치즈(오리지널 M),191,g,191,0,466,24,0,0,7,638,0,6,0,0
치즈(나폴리L),112,g,112,0,285,15,0,0,5,403,0,4,0,0
치즈(나폴리M),136,g,136,0,352,19,0,0,6,574,0,7,0,0
치즈(씬 L),116,g,116,0,305,18,0,0,5,460,0,6,0,0
치즈(씬 M),110,g,110,0,314,17,0,0,5,423,0,9,0,0
치즈(슈퍼시드 함유 도우L),124,g,124,0,374,20,0,0,5,572,0,11,0,0
치즈(슈퍼시드 함유 도우M),191,g,191,0,491,24,0,0,11,626,0,7,0,0
치즈 더블치즈엣지(오리지널 L),112,g,112,0,292,14,0,0,7,345,0,4,0,0
치즈가든(오리지널 L),243,g,243,0,601,29,0,0,9,905,0,12,0,0
치즈가든(오리지널 M),109,g,109,0,250,10,0,0,5,353,0,3,0,0
치즈가든(나폴리L),132,g,132,0,287,14,0,0,6,412,0,4,0,0
치즈가든(나폴리M),171,g,171,0,363,16,0,0,7,591,0,5,0,0
치즈가든(씬 L),100,g,100,0,209,9,0,0,3,338,0,3,0,0
치즈가든(씬 M),137,g,137,0,303,12,0,0,6,432,0,7,0,0
치즈가든(슈퍼시드 함유 도우L),114,g,114,0,249,10,0,0,6,375,0,6,0,0
치즈가든(슈퍼시드 함유 도우M),109,g,109,0,245,11,0,0,5,372,0,3,0,0
치즈가든 더블치즈엣지(오리지널 L),129,g,129,0,296,11,0,0,6,433,0,3,0,0
치즈가든 더블치즈엣지(오리지널 M),138,g,138,0,316,15,0,0,4,536,0,5,0,0
치즈피자 더블치즈엣지(오리지널 M),168,g,168,0,380,19,0,0,5,681,0,7,0,0
페퍼로니(오리지널 L),145,g,145,0,397,20,0,0,5,539,0,8,0,0
페퍼로니(오리지널 M),102,g,102,0,271,14,0,0,4,401,0,5,0,0
페퍼로니(나폴리L),118,g,118,0,327,16,0,0,4,445,0,6,0,0
페퍼로니(나폴리M),148,g,148,0,426,24,0,0,5,680,0,9,0,0
페퍼로니(씬 L),127,g,127,0,384,20,0,0,4,558,0,8,0,0
페퍼로니(씬 M),131,g,131,0,386,22,0,0,4,567,0,11,0,0
페퍼로니(슈퍼시드 함유 도우L),109,g,109,0,336,18,0,0,4,503,0,10,0,0
페퍼로니(슈퍼시드 함유 도우M),105,g,105,0,283,14,0,0,4,348,0,4,0,0
페퍼로니 더블치즈엣지(오리지널 L),124,g,124,0,341,16,0,0,6,445,0,6,0,0
페퍼로니 더블치즈엣지(오리지널 M),124,g,124,0,341,16,0,0,4,480,0,7,0,0
포테이토(오리지널 L),147,g,147,0,403,20,0,0,4,576,0,9,0,0
포테이토(오리지널 M),139,g,139,0,322,15,0,0,4,380,0,4,0,0
포테이토(나폴리L),149,g,149,0,352,16,0,0,4,380,0,5,0,0
포테이토(나폴리M),115,g,115,0,260,15,0,0,3,332,0,4,0,0
포테이토(씬 L),122,g,122,0,292,16,0,0,3,338,0,5,0,0
포테이토(씬 M),103,g,103,0,224,12,0,0,3,298,0,5,0,0
포테이토(슈퍼시드 함유 도우L),109,g,109,0,243,12,0,0,3,296,0,5,0,0
포테이토(슈퍼시드 함유 도우M),139,g,139,0,317,15,0,0,5,349,0,4,0,0
포테이토 더블치즈엣지(오리지널 L),150,g,150,0,350,16,0,0,5,377,0,4,0,0
포테이토 더블치즈엣지(오리지널 M),154,g,154,0,362,18,0,0,3,459,0,6,0,0
핫치킨(오리지널 L),174,g,174,0,422,21,0,0,4,495,0,8,0,0
핫치킨(오리지널 M),119,g,119,0,287,13,0,0,9,601,0,3,0,0
핫치킨(나폴리L),144,g,144,0,346,15,0,0,13,684,0,3,0,0
핫치킨(나폴리M),188,g,188,0,466,22,0,0,15,1066,0,7,0,0
핫치킨(씬 L),114,g,114,0,274,14,0,0,8,588,0,4,0,0
핫치킨(씬 M),152,g,152,0,410,20,0,0,18,942,0,7,0,0
핫치킨(슈퍼시드 함유 도우L),132,g,132,0,323,15,0,0,14,736,0,6,0,0
핫치킨(슈퍼시드 함유 도우M),119,g,119,0,297,13,0,0,10,563,0,3,0,0
핫치킨 더블치즈엣지(오리지널 L),146,g,146,0,361,16,0,0,10,632,0,3,0,0
핫치킨 더블치즈엣지(오리지널 M),143,g,143,0,356,18,0,0,8,757,0,6,0,0
먹물 오징어링,182,g,182,0,441,22,0,0,9,873,0,7,0,0
슈퍼곡물 치킨(10조각),105,g,105,0,650,17,0,0,1,721,0,2,0,0
옥수수 버터구이(6개),178,g,178,0,481,36,0,0,4,1025,0,4,0,0
치킨퐁듀 그라탕,176,g,176,0,370,36,0,0,20,542,0,6,0,0
퀴노아 치킨 샐러드,358,g,358,0,827,32,0,0,14,1965,0,11,0,0
트러플 리조또,137,g,137,0,121,8,0,0,10,153,0,0,0,0
포테이토 순살치킨(3조각),285,g,285,0,650,17,0,0,8,1123,0,26,0,0
프레시 코울슬로,305,g,305,0,729,42,0,0,12,1199,0,5,0,0
프레시 콘샐러드,100,g,100,0,133,1,0,0,9,158,0,4,0,0
프렌치 라따뚜이,100,g,100,0,135,2,0,0,11,315,0,4,0,0
하프&하프 스파게티 (NEW 치즈 & 화이트 크림),329,g,329,0,382,20,0,0,16,1237,0,7,0,0
화이트 크림 스파게티,395,g,395,0,705,28,0,0,11,1347,0,18,0,0
NEW 치즈 볼로네즈 스파게티,392,g,392,0,851,29,0,0,9,1258,0,29,0,0
티본스테이크&쉬림프(클래식)M,188,g,565,0,433,22,0,0,13,740,0,7,0,0
티본스테이크&쉬림프(클래식)L,101,g,1010,0,226,11,0,0,7,380,0,3.7,0,0
티본스테이크&쉬림프(크런치)M,123,g,737,0,292,13,0,0,7,480,0,4.3,0,0
티본스테이크&쉬림프(크런치)L,121,g,1216,0,292,13,0,0,7,460,0,4.3,0,0
티본스테이크&쉬림프(리치골드)M,118,g,708,0,286,14,0,0,7,480,0,6,0,0
티본스테이크&쉬림프(리치골드)L,113,g,1134,0,274,13,0,0,7,460,0,5,0,0
티본스테이크&쉬림프(치즈크러스트)M,106,g,637,0,260,14,0,0,5,460,0,5,0,0
티본스테이크&쉬림프(치즈크러스트)L,105,g,1046,0,254,13,0,0,5,430,0,4.6,0,0
더블치즈 티본스테이크(클래식)M,196,g,588,0,466,23,0,0,17,900,0,7,0,0
더블치즈 티본스테이크(클래식)L,199,g,993,0,471,22,0,0,19,880,0,7,0,0
더블치즈 티본스테이크(크런치)M,117,g,702,0,284,13,0,0,8,490,0,4.2,0,0
더블치즈 티본스테이크(크런치)L,118,g,1179,0,285,13,0,0,8,480,0,4,0,0
더블치즈 티본스테이크(리치골드)M,115,g,691,0,282,14,0,0,8,520,0,6,0,0
더블치즈 티본스테이크(리치골드)L,110,g,1096,0,267,13,0,0,8,480,0,5,0,0
더블치즈 티본스테이크(치즈크러스트)M,103,g,620,0,257,14,0,0,6,500,0,5,0,0
더블치즈 티본스테이크(치즈크러스트)L,101,g,1008,0,248,13,0,0,6,460,0,4.4,0,0
쉬림프올인(클래식)M,192,g,575,0,392,23,0,0,6,650,0,4.5,0,0
쉬림프올인(클래식)L,100,g,1002,0,207,12,0,0,3,330,0,2.4,0,0
쉬림프올인(크런치)M,117,g,704,0,274,12,0,0,5,430,0,3.7,0,0
쉬림프올인(크런치)L,124,g,1240,0,290,13,0,0,5,450,0,4,0,0
쉬림프올인(리치골드)M,116,g,697,0,274,14,0,0,5,440,0,5,0,0
쉬림프올인(리치골드)L,116,g,1157,0,270,13,0,0,5,420,0,4.7,0,0
쉬림프올인(치즈크러스트)M,104,g,627,0,247,13,0,0,3,400,0,4.1,0,0
쉬림프올인(치즈크러스트)L,107,g,1070,0,249,13,0,0,3,400,0,3.9,0,0
갈릭버터쉬림프(클래식)M,187,g,562,0,440,21,0,0,9,640,0,7,0,0
갈릭버터쉬림프(클래식)L,101,g,1005,0,233,11,0,0,5,340,0,3.9,0,0
갈릭버터쉬림프(크런치)M,120,g,720,0,294,13,0,0,6,450,0,5,0,0
갈릭버터쉬림프(크런치)L,127,g,1268,0,312,14,0,0,6,480,0,6,0,0
갈릭버터쉬림프(리치골드)M,119,g,713,0,294,15,0,0,7,470,0,6,0,0
갈릭버터쉬림프(리치골드)L,118,g,1185,0,293,15,0,0,6,460,0,6,0,0
갈릭버터쉬림프(치즈크러스트)M,107,g,642,0,266,14,0,0,4,420,0,6,0,0
갈릭버터쉬림프(치즈크러스트)L,110,g,1098,0,271,14,0,0,4,420,0,5,0,0
토핑킹(크런치)M,118,g,710,0,297,13,0,0,6,510,0,4.6,0,0
토핑킹(크런치)L,123,g,1227,0,310,14,0,0,6,530,0,5,0,0
토핑킹(리치골드)M,117,g,702,0,297,16,0,0,7,530,0,6,0,0
토핑킹(리치골드)L,114,g,1143,0,291,15,0,0,6,510,0,6,0,0
토핑킹(치즈크러스트)M,105,g,632,0,270,14,0,0,4,480,0,5,0,0
토핑킹(치즈크러스트)L,106,g,1057,0,269,14,0,0,4,460,0,4.7,0,0
치즈킹(크런치)M,123,g,739,0,322,15,0,0,5,520,0,7,0,0
치즈킹(크런치)L,126,g,1257,0,331,15,0,0,5,530,0,7,0,0
치즈킹(리치골드)M,122,g,732,0,322,17,0,0,5,540,0,9,0,0
치즈킹(리치골드)L,117,g,1174,0,311,17,0,0,5,520,0,8,0,0
치즈킹(치즈크러스트)M,110,g,662,0,295,16,0,0,3,490,0,8,0,0
치즈킹(치즈크러스트)L,109,g,1087,0,290,16,0,0,3,470,0,8,0,0
큐브스테이크(크런치)M,121,g,727,0,304,12,0,0,6,510,0,5,0,0
큐브스테이크(크런치)L,129,g,1295,0,321,13,0,0,7,550,0,6,0,0
큐브스테이크(리치골드)M,120,g,721,0,304,15,0,0,7,540,0,7,0,0
큐브스테이크(리치골드)L,121,g,1212,0,301,14,0,0,7,540,0,6,0,0
큐브스테이크(치즈크러스트)M,108,g,650,0,276,14,0,0,4,490,0,6,0,0
큐브스테이크(치즈크러스트)L,113,g,1125,0,280,13,0,0,5,490,0,6,0,0
갈릭마블 스테이크(크런치)M,118,g,708,0,284,12,0,0,5,464,0,4.6,0,0
갈릭마블 스테이크(크런치)L,124,g,1239,0,300,13,0,0,5,479,0,4.9,0,0
갈릭마블 스테이크(리치골드)M,117,g,702,0,284,13,0,0,6,498,0,6,0,0
갈릭마블 스테이크(리치골드)L,116,g,1156,0,300,14,0,0,5,480,0,6,0,0
갈릭마블 스테이크(치즈크러스트)M,105,g,631,0,257,13,0,0,3,471,0,4.9,0,0
갈릭마블 스테이크(치즈크러스트)L,107,g,1069,0,259,13,0,0,3,457,0,4.7,0,0
쉬림프&스테이크 올인(크런치)M,117,g,701,0,278,12,0,0,5,0,0,4.1,0,0
쉬림프&스테이크 올인(크런치)L,123,g,1234,0,294,13,0,0,5,0,0,4.4,0,0
쉬림프&스테이크 올인(리치골드)M,119,g,714,0,292,14,0,0,5,0,0,6,0,0
쉬림프&스테이크 올인(리치골드)L,119,g,1186,0,290,14,0,0,5,0,0,6,0,0
쉬림프&스테이크 올인(치즈크러스트)M,104,g,623,0,250,13,0,0,3,0,0,4.4,0,0
쉬림프&스테이크 올인(치즈크러스트)L,106,g,1064,0,253,13,0,0,3,0,0,4.2,0,0
직화불고기(크런치)M,108,g,649,0,296,13,0,0,5,430,0,5,0,0
직화불고기(크런치)L,113,g,1126,0,308,13,0,0,5,450,0,6,0,0
직화불고기(리치골드)M,107,g,642,0,296,15,0,0,6,450,0,7,0,0
직화불고기(리치골드)L,104,g,1043,0,289,14,0,0,5,430,0,6,0,0
직화불고기(치즈크러스트)M,191,g,572,0,536,28,0,0,6,800,0,12,0,0
직화불고기(치즈크러스트)L,192,g,956,0,535,26,0,0,6,770,0,11,0,0
수퍼슈프림(크런치)M,115,g,691,0,285,12,0,0,4,423,0,4.5,0,0
수퍼슈프림(크런치)L,126,g,1259,0,309,13,0,0,5,462,0,5,0,0
수퍼슈프림(리치골드)M,113,g,680,0,283,14,0,0,5,458,0,6,0,0
수퍼슈프림(리치골드)L,117,g,1171,0,289,15,0,0,5,463,0,6,0,0
수퍼슈프림(치즈크러스트)M,102,g,609,0,256,13,0,0,2,407,0,4.8,0,0
수퍼슈프림(치즈크러스트)L,108,g,1085,0,267,14,0,0,3,406,0,4.9,0,0
베이컨포테이토(크런치)M,121,g,727,0,313,12,0,0,5,460,0,4.5,0,0
베이컨포테이토(크런치)L,131,g,1307,0,333,13,0,0,5,487,0,5,0,0
베이컨포테이토(리치골드)M,119,g,716,0,311,14,0,0,5,495,0,6,0,0
베이컨포테이토(리치골드)L,122,g,1219,0,313,14,0,0,5,482,0,6,0,0
베이컨포테이토(치즈크러스트)M,107,g,645,0,284,13,0,0,3,469,0,4.8,0,0
베이컨포테이토(치즈크러스트)L,113,g,1133,0,291,13,0,0,3,465,0,4.9,0,0
직화불고기L,168,g,840,0,445,21,0,0,6,507,0,7,0,0
페페로니M,128,g,383,0,339,15,0,0,4,460,0,4.4,0,0
페페로니L,152,g,760,0,404,18,0,0,4,551,0,5,0,0
수퍼슈프림L,194,g,968,0,445,22,0,0,5,549,0,6,0,0
치즈M,133,g,398,0,346,17,0,0,4,420,0,7,0,0
치즈L,158,g,788,0,411,20,0,0,4,500,0,8,0,0
콘샐러드,100,g,100,0,100,2,0,0,7,272,0,1,0,0
코울슬로,100,g,100,0,87,1,0,0,10,204,0,1,0,0
크림치킨파스타,351,g,351,0,633,24,0,0,7,1250,0,12,0,0
상하이쉬림프파스타,321,g,321,0,498,22,0,0,19,1630,0,5,0,0
팝콘치킨,134,g,134,0,416,21,0,0,2,420,0,6,0,0
치즈볼,130,g,130,0,413,21,0,0,5,420,0,7,0,0
오리지날 윙 4조각,126,g,126,0,270,27,0,0,3,650,0,4,0,0
오리지날 윙 8조각,252,g,252,0,540,54,0,0,4,1310,0,9,0,0
스파이시윙 4조각,166,g,166,0,373,28,0,0,20,950,0,4,0,0
스파이시윙 8조각,292,g,292,0,643,55,0,0,23,1600,0,9,0,0
치킨텐더 4조각,150,g,150,0,283,20,0,0,1,750,0,3,0,0
치킨텐더 8조각,300,g,300,0,567,39,0,0,1,1500,0,6,0,0
리치치즈파스타,366,g,366,0,690,24,0,0,0,930,0,11,0,0
그뤼에르 퐁듀소스,60,g,60,0,106,3,0,0,0,250,0,1,0,0
치즈크러스트 디핑소스,11,g,11,0,60,0,0,0,0,58,0,1,0,0
핫소스,2,g,2,0,1,0,0,0,0,12,0,0,0,0
바른생피클 L,120,g,120,0,50,0,0,0,9,5,0,0,0,0
바른생피클 M,70,g,70,0,55,0,0,0,11,5,0,0,0,0
갓치킨L(바삭한 크런치),136,g,544,0,410,17,0,0,6,600,0,9,0,0
갓치킨L(쫄깃한 클래식),145,g,581,0,381,20,0,0,5,583,0,10.5,0,0
순삭포테이토L(바삭한 크런치),154,g,616,0,496,15,0,0,3,560,0,10,0,0
순삭포테이토L(쫄깃한 클래식),125,g,501,0,353,17,0,0,5,626,0,7.5,0,0
케미콤보(쫄깃한 클래식),129,g,571,0,371,17,0,0,8,552,0,6.7,0,0
케미콤보(바삭한 크런치),129,g,516,0,306,16,0,0,6,520,0,8,0,0
폭폭치즈L(쫄깃한 클래식),158,g,634,0,413,21,0,0,6,645,0,9.2,0,0
폭폭치즈L(바삭한 크런치),121,g,483,0,372,18,0,0,5,532,0,13,0,0
얌얌페페로니L(쫄깃한 클래식),140,g,558,0,343,16,0,0,5,631,0,6.9,0,0
